"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2023.01","에어프레미아","도착",78,20596,720
"2023.01","에어프레미아","출발",80,23192,990
"2023.01","외항사","계",8634,1371545,87726
"2023.01","외항사","도착",4304,645977,42441
"2023.01","외항사","출발",4330,725568,45285
"2023.02","아시아나항공","계",7696,1389234,58930
"2023.02","아시아나항공","도착",3848,705114,30877
"2023.02","아시아나항공","출발",3848,684120,28053
"2023.02","에어부산","계",5253,977919,6454
"2023.02","에어부산","도착",2625,490807,3362
"2023.02","에어부산","출발",2628,487112,3092
"2023.02","에어인천","계",327,0,3685
"2023.02","에어인천","도착",163,0,1734
"2023.02","에어인천","출발",164,0,1951
"2023.02","에어서울","계",1320,269226,1736
"2023.02","에어서울","도착",660,135033,934
"2023.02","에어서울","출발",660,134193,802
"2023.02","플라이강원","계",408,66974,442
"2023.02","플라이강원","도착",204,33788,229
"2023.02","플라이강원","출발",204,33186,213
"2023.02","제주항공","계",7631,1374008,11432
"2023.02","제주항공","도착",3814,689800,5896
"2023.02","제주항공","출발",3817,684208,5535
"2023.02","진에어","계",6390,1202355,9784
"2023.02","진에어","도착",3195,604961,5096
"2023.02","진에어","출발",3195,597394,4689
"2023.02","대한항공","계",11162,1875708,121285
"2023.02","대한항공","도착",5582,949929,63990
"2023.02","대한항공","출발",5580,925779,57295
"2023.02","티웨이항공","계",6324,1191635,9319
"2023.02","티웨이항공","도착",3158,596193,4738
"2023.02","티웨이항공","출발",3166,595442,4581
"2023.02","에어로케이항공","계",356,63926,384
"2023.02","에어로케이항공","도착",178,31963,192
"2023.02","에어로케이항공","출발",178,31963,192
"2023.02","에어프레미아","계",145,40128,1642
"2023.02","에어프레미아","도착",73,20448,761
"2023.02","에어프레미아","출발",72,19680,881
"2023.02","외항사","계",8109,1319715,87745
"2023.02","외항사","도착",4049,692576,44394
"2023.02","외항사","출발",4060,627139,43350
"2023.03","아시아나항공","계",8820,1404828,67567
"2023.03","아시아나항공","도착",4406,713272,34150
"2023.03","아시아나항공","출발",4414,691556,33417
"2023.03","에어부산","계",5666,969983,6263
"2023.03","에어부산","도착",2832,486737,3240
"2023.03","에어부산","출발",2834,483246,3023
"2023.03","에어인천","계",355,0,3874
"2023.03","에어인천","도착",178,0,1903
"2023.03","에어인천","출발",177,0,1972
"2023.03","에어서울","계",1304,255370,1632
"2023.03","에어서울","도착",652,127362,859
"2023.03","에어서울","출발",652,128008,773
"2023.03","플라이강원","계",456,59911,487
"2023.03","플라이강원","도착",228,30501,204
"2023.03","플라이강원","출발",228,29410,284
"2023.03","제주항공","계",8248,1444650,11231
"2023.03","제주항공","도착",4129,728087,5761
"2023.03","제주항공","출발",4119,716563,5470
"2023.03","진에어","계",6861,1168745,8945
"2023.03","진에어","도착",3434,590404,4552
"2023.03","진에어","출발",3427,578341,4393
"2023.03","대한항공","계",12561,1941057,133714
"2023.03","대한항공","도착",6274,987959,69436
"2023.03","대한항공","출발",6287,953098,64277
"2023.03","티웨이항공","계",6789,1208660,9106
"2023.03","티웨이항공","도착",3399,608364,4568
"2023.03","티웨이항공","출발",3390,600296,4538
"2023.03","이스타항공","계",264,48950,184
"2023.03","이스타항공","도착",132,24475,92
"2023.03","이스타항공","출발",132,24475,92
"2023.03","에어로케이항공","계",392,65570,353
"2023.03","에어로케이항공","도착",196,32785,176
"2023.03","에어로케이항공","출발",196,32785,176
"2023.03","에어프레미아","계",146,40515,1895
"2023.03","에어프레미아","도착",73,20887,756
"2023.03","에어프레미아","출발",73,19628,1140
"2023.03","외항사","계",9320,1373965,99567
"2023.03","외항사","도착",4652,738636,49323
"2023.03","외항사","출발",4668,635329,50244
"2023.04","아시아나항공","계",8881,1541774,63447
"2023.04","아시아나항공","도착",4439,771945,32437
"2023.04","아시아나항공","출발",4442,769829,31010
"2023.04","에어부산","계",5238,915836,5394
"2023.04","에어부산","도착",2618,457563,2801
"2023.04","에어부산","출발",2620,458273,2593
"2023.04","에어인천","계",341,0,3849
"2023.04","에어인천","도착",171,0,1904
"2023.04","에어인천","출발",170,0,1945
"2023.04","에어서울","계",1135,221019,1405
"2023.04","에어서울","도착",567,109919,774
"2023.04","에어서울","출발",568,111100,631
"2023.04","플라이강원","계",361,49078,473
"2023.04","플라이강원","도착",181,24606,175
"2023.04","플라이강원","출발",180,24472,298
"2023.04","제주항공","계",7825,1337612,10224
"2023.04","제주항공","도착",3910,667775,5232
"2023.04","제주항공","출발",3915,669837,4992
"2023.04","진에어","계",6840,1227492,8565
"2023.04","진에어","도착",3417,614098,4394
"2023.04","진에어","출발",3423,613394,4171
"2023.04","대한항공","계",13008,2122299,128317
"2023.04","대한항공","도착",6499,1062374,66412
"2023.04","대한항공","출발",6509,1059925,61906
"2023.04","티웨이항공","계",6569,1176963,8464
"2023.04","티웨이항공","도착",3283,587641,4368
"2023.04","티웨이항공","출발",3286,589322,4096
"2023.04","이스타항공","계",1392,254578,995
"2023.04","이스타항공","도착",696,127289,497
"2023.04","이스타항공","출발",696,127289,497
"2023.04","에어로케이항공","계",360,64282,367
"2023.04","에어로케이항공","도착",180,32141,184
"2023.04","에어로케이항공","출발",180,32141,184
"2023.04","에어프레미아","계",155,41720,2160
"2023.04","에어프레미아","도착",77,20366,1087
"2023.04","에어프레미아","출발",78,21354,1074
"2023.04","외항사","계",10325,1505390,95581
"2023.04","외항사","도착",5151,757408,47466
"2023.04","외항사","출발",5174,747982,48115
"2023.05","아시아나항공","계",9533,1662763,63786
"2023.05","아시아나항공","도착",4767,828369,31947
"2023.05","아시아나항공","출발",4766,834394,31839
"2023.05","에어부산","계",5499,957876,5570
"2023.05","에어부산","도착",2748,475976,2867
"2023.05","에어부산","출발",2751,481900,2703
"2023.05","에어인천","계",276,0,3011
"2023.05","에어인천","도착",137,0,1586
"2023.05","에어인천","출발",139,0,1426
"2023.05","에어서울","계",1466,286700,1615
"2023.05","에어서울","도착",733,142144,874
"2023.05","에어서울","출발",733,144556,742
"2023.05","플라이강원","계",146,21306,125
"2023.05","플라이강원","도착",73,10713,61
"2023.05","플라이강원","출발",73,10593,64
"2023.05","제주항공","계",8633,1447700,11131
"2023.05","제주항공","도착",4316,723015,5640
"2023.05","제주항공","출발",4317,724685,5491
"2023.05","진에어","계",7020,1241659,8798
"2023.05","진에어","도착",3513,622726,4596
"2023.05","진에어","출발",3507,618933,4202
"2023.05","대한항공","계",13763,2225218,126126
"2023.05","대한항공","도착",6884,1114493,65107
"2023.05","대한항공","출발",6879,1110725,61019
"2023.05","티웨이항공","계",6866,1225037,8293
"2023.05","티웨이항공","도착",3432,610563,4461
"2023.05","티웨이항공","출발",3434,614474,3831
"2023.05","이스타항공","계",1452,258298,1004
"2023.05","이스타항공","도착",726,129149,502
"2023.05","이스타항공","출발",726,129149,502
"2023.05","에어로케이항공","계",360,63588,348
"2023.05","에어로케이항공","도착",180,31794,174
"2023.05","에어로케이항공","출발",180,31794,174
"2023.05","에어프레미아","계",178,45226,2323
"2023.05","에어프레미아","도착",89,22312,1183
"2023.05","에어프레미아","출발",89,22914,1140
"2023.05","외항사","계",11653,1636971,96053
"2023.05","외항사","도착",5823,817848,47229
"2023.05","외항사","출발",5830,819123,48824
"2023.06","아시아나항공","계",9329,1632429,67033
"2023.06","아시아나항공","도착",4664,815514,34227
"2023.06","아시아나항공","출발",4665,816915,32807
"2023.06","에어부산","계",5446,974120,5816
"2023.06","에어부산","도착",2723,485173,3013
"2023.06","에어부산","출발",2723,488947,2803
"2023.06","에어인천","계",273,0,3060
"2023.06","에어인천","도착",137,0,1615
"2023.06","에어인천","출발",136,0,1445
"2023.06","에어서울","계",1479,297615,1712
"2023.06","에어서울","도착",739,148263,930
"2023.06","에어서울","출발",740,149352,783
"2023.06","제주항공","계",8362,1453249,11427
"2023.06","제주항공","도착",4181,723872,5784
"2023.06","제주항공","출발",4181,729377,5643
"2023.06","진에어","계",6797,1205401,8067
"2023.06","진에어","도착",3397,603151,4111
"2023.06","진에어","출발",3400,602250,3956
"2023.06","대한항공","계",13490,2234127,131810
"2023.06","대한항공","도착",6744,1125355,67941
"2023.06","대한항공","출발",6746,1108772,63869
"2023.06","티웨이항공","계",6955,1271960,8621
"2023.06","티웨이항공","도착",3476,634002,4595
"2023.06","티웨이항공","출발",3479,637958,4026
"2023.06","이스타항공","계",1432,263964,1057
"2023.06","이스타항공","도착",716,131982,529
"2023.06","이스타항공","출발",716,131982,529
"2023.06","에어로케이항공","계",360,63232,350
"2023.06","에어로케이항공","도착",180,31616,175
"2023.06","에어로케이항공","출발",180,31616,175
"2023.06","에어프레미아","계",223,61858,2834
"2023.06","에어프레미아","도착",111,30575,1475
"2023.06","에어프레미아","출발",112,31283,1358
"2023.06","외항사","계",11926,1789626,99585
"2023.06","외항사","도착",5960,889410,49471
"2023.06","외항사","출발",5966,900216,50114
"2023.07","아시아나항공","계",9663,1611775,69897
"2023.07","아시아나항공","도착",4831,793432,35350
"2023.07","아시아나항공","출발",4832,818343,34547
"2023.07","에어부산","계",5302,927204,5859
"2023.07","에어부산","도착",2650,460687,3028
"2023.07","에어부산","출발",2652,466517,2831
"2023.07","에어인천","계",293,0,2925
"2023.07","에어인천","도착",147,0,1615
"2023.07","에어인천","출발",146,0,1310
"2023.07","에어서울","계",1228,239562,1624
"2023.07","에어서울","도착",614,118304,889
"2023.07","에어서울","출발",614,121258,736
"2023.07","제주항공","계",8740,1489928,12235
"2023.07","제주항공","도착",4368,736244,6201
"2023.07","제주항공","출발",4372,753684,6034
"2023.07","진에어","계",7206,1259033,8784
"2023.07","진에어","도착",3602,624627,4474
"2023.07","진에어","출발",3604,634406,4310
"2023.07","대한항공","계",14126,2314015,139108
"2023.07","대한항공","도착",7062,1144450,70903
"2023.07","대한항공","출발",7064,1169565,68205
"2023.07","티웨이항공","계",7000,1263024,8878
"2023.07","티웨이항공","도착",3496,626025,4535
"2023.07","티웨이항공","출발",3504,636999,4344
"2023.07","이스타항공","계",1870,331060,1326
"2023.07","이스타항공","도착",935,165530,663
"2023.07","이스타항공","출발",935,165530,663
"2023.07","에어로케이항공","계",476,77413,450
"2023.07","에어로케이항공","도착",238,38121,232
"2023.07","에어로케이항공","출발",238,39292,218
"2023.07","에어프레미아","계",258,75641,3103
"2023.07","에어프레미아","도착",129,37115,1602
"2023.07","에어프레미아","출발",129,38526,1501
"2023.07","외항사","계",13177,2055011,103561
"2023.07","외항사","도착",6584,998465,50725
"2023.07","외항사","출발",6593,1056546,52836
"2023.08","아시아나항공","계",9862,1783269,68925
"2023.08","아시아나항공","도착",4931,900864,34127
"2023.08","아시아나항공","출발",4931,882405,34798
"2023.08","에어부산","계",5253,944819,6419
"2023.08","에어부산","도착",2628,477152,3393
"2023.08","에어부산","출발",2625,467667,3026
"2023.08","에어인천","계",318,0,3200
"2023.08","에어인천","도착",158,0,1677
"2023.08","에어인천","출발",160,0,1523
"2023.08","에어서울","계",1252,243462,1791
"2023.08","에어서울","도착",626,123266,994
"2023.08","에어서울","출발",626,120196,797
"2023.08","제주항공","계",8734,1490379,12851
"2023.08","제주항공","도착",4368,754905,6684
"2023.08","제주항공","출발",4366,735474,6167
"2023.08","진에어","계",7234,1311032,9591
"2023.08","진에어","도착",3619,660666,4999
"2023.08","진에어","출발",3615,650366,4592
"2023.08","대한항공","계",14189,2416476,138446
"2023.08","대한항공","도착",7098,1222131,69162
"2023.08","대한항공","출발",7091,1194345,69285
"2023.08","티웨이항공","계",6654,1228331,9447
"2023.08","티웨이항공","도착",3332,619265,5025
"2023.08","티웨이항공","출발",3322,609066,4421
"2023.08","이스타항공","계",2468,450600,1983
"2023.08","이스타항공","도착",1234,225300,991
"2023.08","이스타항공","출발",1234,225300,991
"2023.08","에어로케이항공","계",704,107436,658
"2023.08","에어로케이항공","도착",352,54125,352
"2023.08","에어로케이항공","출발",352,53311,306
"2023.08","에어프레미아","계",251,71444,3165
"2023.08","에어프레미아","도착",126,35608,1474
"2023.08","에어프레미아","출발",125,35836,1690
"2023.08","외항사","계",13424,2175503,103621
"2023.08","외항사","도착",6705,1118720,52006
"2023.08","외항사","출발",6719,1056783,51615
"2023.09","아시아나항공","계",9512,1582138,68630
"2023.09","아시아나항공","도착",4756,774133,33062
"2023.09","아시아나항공","출발",4756,808005,35569
"2023.09","에어부산","계",4902,856122,5549
"2023.09","에어부산","도착",2448,422721,2841
"2023.09","에어부산","출발",2454,433401,2709
"2023.09","에어인천","계",272,0,2946
"2023.09","에어인천","도착",137,0,1517
"2023.09","에어인천","출발",135,0,1429
"2023.09","에어서울","계",971,184413,1322
"2023.09","에어서울","도착",485,89823,691
"2023.09","에어서울","출발",486,94590,631
"2023.09","제주항공","계",8666,1429504,11713
"2023.09","제주항공","도착",4331,707460,5890
"2023.09","제주항공","출발",4335,722044,5824
"2023.09","진에어","계",7103,1232102,8733
"2023.09","진에어","도착",3549,612199,4341
"2023.09","진에어","출발",3554,619903,4392
"2023.09","대한항공","계",13663,2232936,136769
"2023.09","대한항공","도착",6823,1096465,66882
"2023.09","대한항공","출발",6840,1136471,69888
"2023.09","티웨이항공","계",6504,1137527,8443
"2023.09","티웨이항공","도착",3251,562784,4309
"2023.09","티웨이항공","출발",3253,574743,4134
"2023.09","이스타항공","계",2860,507194,2083
"2023.09","이스타항공","도착",1429,252320,1038
"2023.09","이스타항공","출발",1431,254874,1045
"2023.09","에어로케이항공","계",628,87243,506
"2023.09","에어로케이항공","도착",314,42789,261
"2023.09","에어로케이항공","출발",314,44454,245
"2023.09","에어프레미아","계",222,61508,2820
"2023.09","에어프레미아","도착",111,29206,1367
"2023.09","에어프레미아","출발",111,32302,1453
"2023.09","외항사","계",13191,1890239,103013
"2023.09","외항사","도착",6585,925104,50054
"2023.09","외항사","출발",6606,965135,52959
"2023.10","아시아나항공","계",9921,1818603,72469
"2023.10","아시아나항공","도착",4964,928713,36248
"2023.10","아시아나항공","출발",4957,889890,36222
"2023.10","에어부산","계",5534,1005501,6835
"2023.10","에어부산","도착",2770,506890,3608
"2023.10","에어부산","출발",2764,498611,3227
"2023.10","에어인천","계",253,0,2950
"2023.10","에어인천","도착",126,0,1557
"2023.10","에어인천","출발",127,0,1393
"2023.10","에어서울","계",1236,240024,1738
"2023.10","에어서울","도착",619,121818,961
"2023.10","에어서울","출발",617,118206,777
"2023.10","제주항공","계",9024,1539038,13131
"2023.10","제주항공","도착",4514,780361,6828
"2023.10","제주항공","출발",4510,758677,6303
"2023.10","진에어","계",7450,1358869,10235
"2023.10","진에어","도착",3728,687790,5260
"2023.10","진에어","출발",3722,671079,4976
"2023.10","대한항공","계",14698,2508864,141810
"2023.10","대한항공","도착",7356,1280424,71214
"2023.10","대한항공","출발",7342,1228440,70596
"2023.10","티웨이항공","계",6768,1225635,9779
"2023.10","티웨이항공","도착",3387,620473,5214
"2023.10","티웨이항공","출발",3381,605162,4565
"2023.10","이스타항공","계",2999,545215,2721
"2023.10","이스타항공","도착",1499,273650,1400
"2023.10","이스타항공","출발",1500,271565,1321
"2023.10","에어로케이항공","계",662,98386,650
"2023.10","에어로케이항공","도착",331,49920,350
"2023.10","에어로케이항공","출발",331,48466,299
"2023.10","에어프레미아","계",243,68409,2982
"2023.10","에어프레미아","도착",121,35158,1331
"2023.10","에어프레미아","출발",122,33251,1651
"2023.10","외항사","계",13965,2089203,105555
"2023.10","외항사","도착",6984,1087859,51867
"2023.10","외항사","출발",6981,1001344,53688
"2023.11","아시아나항공","계",9323,1663925,72074
"2023.11","아시아나항공","도착",4659,825280,34387
"2023.11","아시아나항공","출발",4664,838645,37687
"2023.11","에어부산","계",5018,925326,6380
"2023.11","에어부산","도착",2509,460536,3307
"2023.11","에어부산","출발",2509,464790,3073
"2023.11","에어인천","계",302,0,3635
"2023.11","에어인천","도착",151,0,2021
"2023.11","에어인천","출발",151,0,1614
"2023.11","에어서울","계",1211,234324,1744
"2023.11","에어서울","도착",605,116387,924
"2023.11","에어서울","출발",606,117937,820
"2023.11","제주항공","계",8718,1455446,12590
"2023.11","제주항공","도착",4355,721643,6341
"2023.11","제주항공","출발",4363,733803,6249
"2023.11","진에어","계",6437,1133303,9231
"2023.11","진에어","도착",3217,565074,4473
"2023.11","진에어","출발",3220,568229,4758
"2023.11","대한항공","계",14754,2374023,144171
"2023.11","대한항공","도착",7375,1177882,70727
"2023.11","대한항공","출발",7379,1196141,73445
"2023.11","티웨이항공","계",6464,1156992,9116
"2023.11","티웨이항공","도착",3231,577212,4648
"2023.11","티웨이항공","출발",3233,579780,4468
"2023.11","이스타항공","계",3122,548340,2702
"2023.11","이스타항공","도착",1561,274169,1398
"2023.11","이스타항공","출발",1561,274171,1304
"2023.11","에어로케이항공","계",711,100144,631
"2023.11","에어로케이항공","도착",355,49682,332
"2023.11","에어로케이항공","출발",356,50462,300
"2023.11","에어프레미아","계",229,62427,2927
"2023.11","에어프레미아","도착",115,30837,1161
"2023.11","에어프레미아","출발",114,31590,1766
"2023.11","외항사","계",13276,1916649,105789
"2023.11","외항사","도착",6632,933917,50187
"2023.11","외항사","출발",6644,982732,55602
"2023.12","아시아나항공","계",9579,1685053,73977
"2023.12","아시아나항공","도착",4787,841619,36431
"2023.12","아시아나항공","출발",4792,843434,37546
"2023.12","에어부산","계",5306,952046,6646
"2023.12","에어부산","도착",2651,473495,3470
"2023.12","에어부산","출발",2655,478551,3176
"2023.12","에어인천","계",287,0,3394
"2023.12","에어인천","도착",144,0,1917
"2023.12","에어인천","출발",143,0,1476
"2023.12","에어서울","계",1266,243914,1883
"2023.12","에어서울","도착",632,121225,1016
"2023.12","에어서울","출발",634,122689,867
"2023.12","제주항공","계",9040,1492454,13658
"2023.12","제주항공","도착",4520,741408,7032
"2023.12","제주항공","출발",4520,751046,6625
"2023.12","진에어","계",6871,1183440,10203
"2023.12","진에어","도착",3434,587240,5093
"2023.12","진에어","출발",3437,596200,5110
"2023.12","대한항공","계",15093,2401550,145757
"2023.12","대한항공","도착",7548,1205428,72391
"2023.12","대한항공","출발",7545,1196122,73366
"2023.12","티웨이항공","계",6679,1178536,9904
"2023.12","티웨이항공","도착",3338,587035,5088
"2023.12","티웨이항공","출발",3341,591501,4816
"2023.12","이스타항공","계",3245,546425,2849
"2023.12","이스타항공","도착",1622,272450,1480
"2023.12","이스타항공","출발",1623,273975,1369
"2023.12","에어로케이항공","계",781,116635,782
"2023.12","에어로케이항공","도착",391,57790,410
"2023.12","에어로케이항공","출발",390,58845,373
"2023.12","에어프레미아","계",224,61883,2666
"2023.12","에어프레미아","도착",111,30380,1070
"2023.12","에어프레미아","출발",113,31503,1595
"2023.12","외항사","계",14268,2086096,110241
"2023.12","외항사","도착",7133,1018142,53834
"2023.12","외항사","출발",7135,1067954,56407
"2024.01","아시아나항공","계",9587,1750798,67472
"2024.01","아시아나항공","도착",4791,860774,34089
"2024.01","아시아나항공","출발",4796,890024,33382
"2024.01","에어부산","계",5140,951325,6996
"2024.01","에어부산","도착",2570,472843,3645
"2024.01","에어부산","출발",2570,478482,3351
"2024.01","에어인천","계",273,0,3154
"2024.01","에어인천","도착",136,0,1776
"2024.01","에어인천","출발",137,0,1378
"2024.01","에어서울","계",1273,246157,2000
"2024.01","에어서울","도착",637,120526,1063
"2024.01","에어서울","출발",636,125631,937
"2024.01","제주항공","계",9255,1550971,14295
"2024.01","제주항공","도착",4626,767578,7416
"2024.01","제주항공","출발",4629,783393,6879
"2024.01","진에어","계",7036,1267437,10993
"2024.01","진에어","도착",3518,628876,5677
"2024.01","진에어","출발",3518,638561,5317
"2024.01","대한항공","계",15237,2461405,143141
"2024.01","대한항공","도착",7615,1211986,70667
"2024.01","대한항공","출발",7622,1249419,72473
"2024.01","티웨이항공","계",6848,1250345,10391
"2024.01","티웨이항공","도착",3421,620145,5410
"2024.01","티웨이항공","출발",3427,630200,4980
"2024.01","이스타항공","계",3255,565083,3072
"2024.01","이스타항공","도착",1627,281099,1582
"2024.01","이스타항공","출발",1628,283984,1490
"2024.01","에어로케이항공","계",736,118769,873
"2024.01","에어로케이항공","도착",368,59025,457
"2024.01","에어로케이항공","출발",368,59744,416
"2024.01","에어프레미아","계",245,68307,2666
"2024.01","에어프레미아","도착",123,32236,1109
"2024.01","에어프레미아","출발",122,36071,1557
"2024.01","외항사","계",14684,2203096,101861
"2024.01","외항사","도착",7336,1061718,50335
"2024.01","외항사","출발",7348,1141378,51525
"2024.02","아시아나항공","계",9090,1714663,63371
"2024.02","아시아나항공","도착",4549,869616,32501
"2024.02","아시아나항공","출발",4541,845047,30870
"2024.02","에어부산","계",4890,907667,6641
"2024.02","에어부산","도착",2446,454623,3552
"2024.02","에어부산","출발",2444,453044,3089
"2024.02","에어인천","계",213,0,2400
"2024.02","에어인천","도착",107,0,1333
"2024.02","에어인천","출발",106,0,1067
"2024.02","에어서울","계",988,195951,1757
"2024.02","에어서울","도착",494,98317,972
"2024.02","에어서울","출발",494,97634,785
"2024.02","제주항공","계",8758,1482060,13305
"2024.02","제주항공","도착",4379,743948,7135
"2024.02","제주항공","출발",4379,738112,6170
"2024.02","진에어","계",6634,1222107,10541
"2024.02","진에어","도착",3317,612288,5647
"2024.02","진에어","출발",3317,609819,4894
"2024.02","대한항공","계",14541,2428842,136707
"2024.02","대한항공","도착",7274,1232732,69578
"2024.02","대한항공","출발",7267,1196110,67129
"2024.02","티웨이항공","계",6506,1195489,10104
"2024.02","티웨이항공","도착",3253,599256,5417
"2024.02","티웨이항공","출발",3253,596233,4687
"2024.02","이스타항공","계",3210,574229,3239
"2024.02","이스타항공","도착",1605,287362,1681
"2024.02","이스타항공","출발",1605,286867,1557
"2024.02","에어로케이항공","계",789,129498,987
"2024.02","에어로케이항공","도착",394,64244,527
"2024.02","에어로케이항공","출발",395,65254,459
"2024.02","에어프레미아","계",232,67887,2979
"2024.02","에어프레미아","도착",116,34516,1402
"2024.02","에어프레미아","출발",116,33371,1577
"2024.02","외항사","계",13647,2185695,97228
"2024.02","외항사","도착",6815,1111598,49787
"2024.02","외항사","출발",6832,1074097,47441
"2024.03","아시아나항공","계",9647,1733839,72900
"2024.03","아시아나항공","도착",4822,886437,36711
"2024.03","아시아나항공","출발",4825,847402,36189
"2024.03","에어부산","계",5245,965378,6668
"2024.03","에어부산","도착",2624,485232,3533
"2024.03","에어부산","출발",2621,480146,3135
"2024.03","에어인천","계",310,0,3603
"2024.03","에어인천","도착",155,0,2113
"2024.03","에어인천","출발",155,0,1490
"2024.03","에어서울","계",1292,248989,2015
"2024.03","에어서울","도착",646,124797,1075
"2024.03","에어서울","출발",646,124192,940
"2024.03","제주항공","계",9333,1548378,14567
"2024.03","제주항공","도착",4670,786335,7867
"2024.03","제주항공","출발",4663,762043,6700
"2024.03","진에어","계",6985,1220939,10842
"2024.03","진에어","도착",3496,616139,5866
"2024.03","진에어","출발",3489,604800,4976
"2024.03","대한항공","계",15196,2425290,151996
"2024.03","대한항공","도착",7599,1247988,78428
"2024.03","대한항공","출발",7597,1177302,73568
"2024.03","티웨이항공","계",6590,1143270,9609
"2024.03","티웨이항공","도착",3299,579927,5235
"2024.03","티웨이항공","출발",3291,563343,4374
"2024.03","이스타항공","계",3169,546073,2908
"2024.03","이스타항공","도착",1585,274547,1516
"2024.03","이스타항공","출발",1584,271526,1391
"2024.03","에어로케이항공","계",837,126023,858
"2024.03","에어로케이항공","도착",419,64122,480
"2024.03","에어로케이항공","출발",418,61901,378
"2024.03","에어프레미아","계",218,61552,3050
"2024.03","에어프레미아","도착",109,32025,1489
"2024.03","에어프레미아","출발",109,29527,1561
"2024.03","외항사","계",14485,2165967,114524
"2024.03","외항사","도착",7245,1172496,60283
"2024.03","외항사","출발",7240,993471,54241
"2024.04","아시아나항공","계",9129,1709008,66978
"2024.04","아시아나항공","도착",4568,850071,33552
"2024.04","아시아나항공","출발",4561,858937,33426
"2024.04","에어부산","계",5394,980751,6529
"2024.04","에어부산","도착",2697,490935,3465
"2024.04","에어부산","출발",2697,489816,3063
"2024.04","에어인천","계",315,0,3395
"2024.04","에어인천","도착",157,0,2056
"2024.04","에어인천","출발",158,0,1338
"2024.04","에어서울","계",975,184334,1524
"2024.04","에어서울","도착",488,92302,861
"2024.04","에어서울","출발",487,92032,662
"2024.04","제주항공","계",8995,1543094,13767
"2024.04","제주항공","도착",4497,772143,7341
"2024.04","제주항공","출발",4498,770951,6427
"2024.04","진에어","계",7231,1296715,10429
"2024.04","진에어","도착",3616,650233,5377
"2024.04","진에어","출발",3615,646482,5052
"2024.04","대한항공","계",14876,2496236,142333
"2024.04","대한항공","도착",7443,1244524,71954
"2024.04","대한항공","출발",7433,1251712,70379
"2024.04","티웨이항공","계",6153,1108051,9444
"2024.04","티웨이항공","도착",3077,555040,5101
"2024.04","티웨이항공","출발",3076,553011,4343
"2024.04","이스타항공","계",3289,580101,2974
"2024.04","이스타항공","도착",1644,290590,1542
"2024.04","이스타항공","출발",1645,289511,1433
"2024.04","에어로케이항공","계",737,99974,661
"2024.04","에어로케이항공","도착",368,50760,369
"2024.04","에어로케이항공","출발",369,49214,293
"2024.04","에어프레미아","계",206,60316,2903
"2024.04","에어프레미아","도착",103,29717,1451
"2024.04","에어프레미아","출발",103,30599,1452
"2024.04","외항사","계",14399,2263735,113178
"2024.04","외항사","도착",7194,1125631,56979
"2024.04","외항사","출발",7205,1138104,56199
"2024.05","아시아나항공","계",9639,1797448,72290
"2024.05","아시아나항공","도착",4816,892167,36050
"2024.05","아시아나항공","출발",4823,905281,36240
"2024.05","에어부산","계",5680,1033935,6719
"2024.05","에어부산","도착",2840,514406,3519
"2024.05","에어부산","출발",2840,519529,3200
"2024.05","에어인천","계",328,0,3566
"2024.05","에어인천","도착",164,0,2064
"2024.05","에어인천","출발",164,0,1502
"2024.05","에어서울","계",914,172251,1376
"2024.05","에어서울","도착",457,85539,770
"2024.05","에어서울","출발",457,86712,607
"2024.05","제주항공","계",9239,1566434,13279
"2024.05","제주항공","도착",4619,782530,7037
"2024.05","제주항공","출발",4620,783904,6242
"2024.05","진에어","계",7494,1331930,10333
"2024.05","진에어","도착",3748,666394,5466
"2024.05","진에어","출발",3746,665536,4867
"2024.05","대한항공","계",15756,2590272,145886
"2024.05","대한항공","도착",7874,1294251,74121
"2024.05","대한항공","출발",7882,1296021,71764
"2024.05","티웨이항공","계",6516,1165058,9230
"2024.05","티웨이항공","도착",3257,581749,4928
"2024.05","티웨이항공","출발",3259,583309,4301
"2024.05","이스타항공","계",3468,604201,2925
"2024.05","이스타항공","도착",1734,301435,1498
"2024.05","이스타항공","출발",1734,302766,1426
"2024.05","에어로케이항공","계",801,112625,630
"2024.05","에어로케이항공","도착",400,55997,342
"2024.05","에어로케이항공","출발",401,56628,287
"2024.05","에어프레미아","계",214,59829,3157
"2024.05","에어프레미아","도착",107,30464,1618
"2024.05","에어프레미아","출발",107,29365,1540
"2024.05","외항사","계",14873,2268751,115310
"2024.05","외항사","도착",7431,1130938,58495
"2024.05","외항사","출발",7442,1137813,56814
"2024.06","아시아나항공","계",9179,1684002,70109
"2024.06","아시아나항공","도착",4588,839411,35106
"2024.06","아시아나항공","출발",4591,844591,35003
"2024.06","에어부산","계",5473,992492,6306
"2024.06","에어부산","도착",2736,494649,3318
"2024.06","에어부산","출발",2737,497843,2988
"2024.06","에어인천","계",336,0,3463
"2024.06","에어인천","도착",169,0,2043
"2024.06","에어인천","출발",167,0,1420
"2024.06","에어서울","계",1282,249536,1638
"2024.06","에어서울","도착",640,124035,897
"2024.06","에어서울","출발",642,125501,741
"2024.06","제주항공","계",8949,1518718,12990
"2024.06","제주항공","도착",4476,759540,6871
"2024.06","제주항공","출발",4473,759178,6119
"2024.06","진에어","계",7363,1312473,9735
"2024.06","진에어","도착",3680,657279,4948
"2024.06","진에어","출발",3683,655194,4787
